,M01AB
2022-04-20,4.864854335784912
2022-04-21,4.634928226470947
2022-04-22,6.582070827484131
2022-04-23,4.97675085067749
2022-04-24,4.943935871124268
2022-04-25,4.717964172363281
2022-04-26,5.017731189727783
2022-04-27,5.264228343963623
2022-04-28,5.081205368041992
2022-04-29,4.728762626647949
2022-04-30,5.154639720916748
2022-05-01,4.9083476066589355
2022-05-02,5.162450790405273
2022-05-03,4.859920501708984
2022-05-04,4.9233055114746085
2022-05-05,4.817667007446289
2022-05-06,4.89091682434082
2022-05-07,4.995233535766602
2022-05-08,5.013001918792725
2022-05-09,4.7851715087890625
2022-05-10,4.90289306640625
2022-05-11,4.805656433105469
2022-05-12,4.738280296325684
2022-05-13,4.842072010040283
2022-05-14,4.965031147003174
2022-05-15,4.6451826095581055
2022-05-16,4.857185363769531
2022-05-17,5.023656368255615
2022-05-18,5.186089515686035
2022-05-19,4.562307357788087
2022-05-20,4.7915568351745605
2022-05-21,5.480373382568359
2022-05-22,4.817575931549072
2022-05-23,4.766897201538086
2022-05-24,5.362608432769775
2022-05-25,5.067120552062988
2022-05-26,4.389315605163574
2022-05-27,4.536127090454102
2022-05-28,4.960874080657959
2022-05-29,4.844027996063232
2022-05-30,4.787624359130859
2022-05-31,5.060436248779297
2022-06-01,4.970155715942383
2022-06-02,5.506174564361572
2022-06-03,4.78591775894165
2022-06-04,4.947509765625
2022-06-05,4.660583019256592
2022-06-06,5.3440632820129395
2022-06-07,4.554321765899658
2022-06-08,4.810480594635009
2022-06-09,6.478004455566406
2022-06-10,4.762536525726318
2022-06-11,5.155444145202637
2022-06-12,4.59924840927124
2022-06-13,5.196661949157715
2022-06-14,5.19140625
2022-06-15,4.870082378387451
2022-06-16,5.248022079467773
2022-06-17,4.732342720031738
2022-06-18,4.923516273498534
2022-06-19,5.130352973937988
2022-06-20,4.6182026863098145
2022-06-21,4.670557975769043
2022-06-22,4.33649206161499
2022-06-23,5.048137664794921
2022-06-24,4.889387607574463
2022-06-25,4.8687896728515625
2022-06-26,5.193159103393555
2022-06-27,4.863295078277588
2022-06-28,5.0691680908203125
2022-06-29,4.782801628112792
2022-06-30,4.664142608642579
2022-07-01,4.693413734436035
2022-07-02,5.1557908058166495
2022-07-03,5.148341178894044
2022-07-04,4.758858680725098
2022-07-05,4.485207080841064
2022-07-06,4.614799976348877
2022-07-07,4.866613864898682
2022-07-08,4.690253734588623
2022-07-09,4.966408729553223
2022-07-10,5.098861217498779
2022-07-11,5.172450542449951
2022-07-12,5.3532938957214355
2022-07-13,4.12714958190918
2022-07-14,4.68846607208252
2022-07-15,5.11879825592041
2022-07-16,5.092593193054199
2022-07-17,5.703536510467529
2022-07-18,5.2665534019470215
2022-07-19,5.076040267944336
2022-07-20,4.933523654937744
2022-07-21,4.270242214202881
2022-07-22,4.706672668457031
2022-07-23,4.913427352905273
2022-07-24,5.384674072265625
2022-07-25,4.72585916519165
2022-07-26,4.898897647857666
2022-07-27,4.9871625900268555
2022-07-28,4.322997093200684
2022-07-29,4.69970703125
2022-07-30,5.990072727203369
2022-07-31,4.752821922302246
2022-08-01,4.783148765563966
2022-08-02,4.608102798461914
2022-08-03,4.841156959533691
2022-08-04,4.606649875640869
2022-08-05,4.87163782119751
2022-08-06,5.243986129760742
2022-08-07,5.014460563659668
2022-08-08,4.741439342498779
2022-08-09,4.402869701385498
2022-08-10,4.72340202331543
2022-08-11,4.896589279174805
2022-08-12,4.823355197906494
2022-08-13,5.0922932624816895
2022-08-14,4.979630947113037
2022-08-15,5.81849479675293
2022-08-16,4.569176197052002
2022-08-17,4.905692100524902
2022-08-18,4.6002702713012695
2022-08-19,4.905836582183838
2022-08-20,4.886130332946777
2022-08-21,5.812272548675537
2022-08-22,5.151106357574463
2022-08-23,5.289102554321289
2022-08-24,5.342662334442139
2022-08-25,4.889924049377441
2022-08-26,4.859375
2022-08-27,4.950298309326172
2022-08-28,4.946475505828857
2022-08-29,5.390840530395508
2022-08-30,5.114900588989257
2022-08-31,6.3268585205078125
2022-09-01,4.7381672859191895
2022-09-02,4.378727436065674
2022-09-03,5.183596611022949
2022-09-04,5.029911994934082
2022-09-05,4.9091362953186035
2022-09-06,4.973073482513428
2022-09-07,4.59721565246582
2022-09-08,4.876889705657959
2022-09-09,4.78702449798584
2022-09-10,5.096892833709716
2022-09-11,5.023975849151611
2022-09-12,4.61168670654297
2022-09-13,4.9947710037231445
2022-09-14,4.76996374130249
2022-09-15,4.721070766448975
2022-09-16,4.872048854827881
2022-09-17,5.159825801849365
2022-09-18,4.784914016723633
2022-09-19,4.989922046661377
2022-09-20,4.659237384796143
2022-09-21,4.8646745681762695
2022-09-22,4.765404224395752
